,Season,Date,Date_interval,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTGS,ATGS,HTGC,ATGC,HTGD,ATGD,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,HTP,ATP,PtDiff,HTGSCum,ATGSCum,HTGCCum,ATGCCum,HTGDCum,ATGDCum,HTPCum,ATPCum,HSCum,ASCum,HSTCum,ASTCum,HFCum,AFCum,HCCum,ACCum,HYCum,AYCum,HRCum,ARCum,PtDiffCum,HStreak,AStreak,HPrevPos,APrevPos,oddsH,oddsD,oddsA
53,2005/2006,2005-09-18,2005-09-24,Man City,Bolton,0,1,A,0,2,2,0,-2,2,17,5,8,1,14,16,7,5,1,1,0,0,0,3,-3,3.5,3.0,2.0,2.0,1.0,1.0,2.0,2.0,15.5,11.5,8.5,6.0,13.0,16.0,7.5,7.5,1.5,3.0,0.0,0.0,1.5,1,1,0.0,0.0,2.033333333333333,3.216666666666667,3.3166666666666664
54,2005/2006,2005-09-18,2005-09-24,Wigan,Middlesbrough,1,1,D,2,1,1,1,1,0,11,10,4,3,11,16,4,5,0,1,0,0,1,1,0,1.5,2.5,1.5,3.0,-0.5,0.5,1.5,1.5,11.5,10.0,5.0,3.0,12.5,12.5,1.0,4.0,2.0,1.0,0.0,0.0,0.0,1,1,0.0,0.0,2.6333333333333333,3.1,2.5
55,2005/2006,2005-09-19,2005-09-24,Arsenal,Everton,2,0,H,2,0,0,3,2,-3,11,4,4,2,13,19,4,0,2,3,0,0,3,0,3,3.5,0.5,2.0,2.0,2.0,0.0,3.0,3.0,17.5,4.5,13.0,1.5,15.5,19.0,7.0,2.5,2.5,1.5,0.0,0.5,3.0,2,-1,0.0,0.0,1.3666666666666665,4.233333333333333,7.666666666666667
56,2005/2006,2005-09-24,2005-09-24,Birmingham,Liverpool,2,2,D,2,2,2,2,0,0,4,14,4,6,14,14,3,7,2,3,1,0,1,1,0,1.6666666666666667,0.5,3.0,0.0,-1.3333333333333333,0.0,0.0,1.0,13.666666666666666,13.5,5.0,6.5,10.0,12.0,8.0,2.0,1.0,2.0,0.0,0.0,-3.0,-3,0,0.0,0.0,3.216666666666667,3.1833333333333336,2.1
57,2005/2006,2005-09-24,2005-09-24,Bolton,Portsmouth,1,0,H,2,0,0,1,2,-1,11,6,2,4,9,6,7,3,2,2,0,0,3,0,3,2.0,1.6666666666666667,1.3333333333333333,2.6666666666666665,1.3333333333333333,-0.3333333333333333,2.3333333333333335,1.0,14.0,9.666666666666666,6.0,4.0,13.333333333333334,16.0,5.333333333333333,4.0,0.3333333333333333,2.0,0.0,0.0,1.0,0,1,0.0,0.0,1.6900000000000002,3.383333333333333,4.716666666666667
58,2005/2006,2005-09-24,2005-09-24,Chelsea,Aston Villa,2,1,H,2,1,1,2,1,-1,18,3,6,2,8,17,9,1,1,1,0,0,3,0,3,4.0,1.6666666666666667,0.0,3.0,5.333333333333333,-1.3333333333333333,5.0,0.3333333333333333,9.666666666666666,8.0,6.666666666666667,4.666666666666667,13.666666666666666,14.333333333333334,5.333333333333333,7.333333333333333,1.0,1.0,0.0,0.3333333333333333,5.0,3,-1,0.0,0.0,1.23,5.1000000000000005,11.166666666666666
59,2005/2006,2005-09-24,2005-09-24,Everton,Wigan,0,1,A,0,2,3,1,-3,1,14,11,7,3,17,21,11,3,2,1,0,0,0,3,-3,0.5,1.5,2.0,1.5,-1.5,-0.5,0.0,1.5,10.5,6.5,5.5,2.0,12.5,13.0,9.5,2.0,2.5,1.0,0.0,0.0,-3.0,-2,1,0.0,0.0,1.8500000000000003,3.25,3.8666666666666667
60,2005/2006,2005-09-24,2005-09-24,Man United,Blackburn,1,2,A,1,2,2,4,-1,-2,27,10,8,10,13,15,7,1,1,3,0,0,0,3,-3,3.0,1.0,0.5,1.6666666666666667,0.5,-1.0,2.0,0.3333333333333333,12.5,9.0,7.0,3.3333333333333335,12.5,15.666666666666666,7.0,7.0,1.5,1.6666666666666667,0.0,0.3333333333333333,1.5,0,0,0.0,0.0,1.2933333333333332,4.443333333333333,10.166666666666666
61,2005/2006,2005-09-24,2005-09-24,Newcastle,Man City,1,0,H,4,0,0,2,4,-2,8,8,6,4,14,14,3,6,0,2,0,0,3,0,3,0.3333333333333333,2.3333333333333335,2.3333333333333335,1.3333333333333333,-1.3333333333333333,1.0,0.6666666666666666,2.3333333333333335,12.666666666666666,8.666666666666666,6.666666666666667,5.333333333333333,18.0,13.333333333333334,8.333333333333334,4.0,2.0,2.3333333333333335,0.3333333333333333,0.0,-1.0,0,0,0.0,0.0,2.033333333333333,3.216666666666667,3.3166666666666664
62,2005/2006,2005-09-24,2005-09-24,West Brom,Charlton,1,2,A,1,2,2,1,-1,1,18,8,10,4,10,12,6,3,0,1,0,0,0,3,-3,2.0,2.6666666666666665,3.6666666666666665,1.0,-1.6666666666666667,2.0,1.0,3.0,10.333333333333334,11.333333333333334,5.0,5.333333333333333,17.0,14.0,3.6666666666666665,3.3333333333333335,2.6666666666666665,1.0,0.0,0.3333333333333333,-1.0,-2,3,0.0,0.0,2.6833333333333336,3.1333333333333333,2.4333333333333336
63,2005/2006,2005-09-24,2005-09-24,West Ham,Arsenal,0,0,D,0,2,0,0,0,2,6,8,0,2,11,7,4,3,2,0,0,0,1,1,0,3.3333333333333335,3.5,1.3333333333333333,2.0,2.0,0.5,2.0,0.0,13.333333333333334,11.0,6.666666666666667,5.5,13.0,18.5,4.333333333333333,7.0,0.3333333333333333,3.5,0.0,0.0,1.0,1,-2,0.0,0.0,4.683333333333334,3.35,1.6900000000000002
64,2005/2006,2005-09-25,2005-10-01,Middlesbrough,Sunderland,0,2,A,0,3,2,1,-2,2,20,4,11,2,13,21,8,2,3,2,0,0,0,3,-3,2.0,1.0,2.3333333333333335,3.3333333333333335,-0.6666666666666666,-1.6666666666666667,1.3333333333333333,0.0,6.666666666666667,4.333333333333333,4.333333333333333,3.0,17.333333333333332,14.333333333333334,5.666666666666667,4.333333333333333,2.3333333333333335,2.0,0.3333333333333333,0.3333333333333333,0.0,1,-3,0.0,0.0,1.5566666666666666,3.533333333333333,5.633333333333333
65,2005/2006,2005-09-26,2005-10-01,Tottenham,Fulham,1,0,H,4,2,2,4,2,-2,9,8,4,5,10,9,6,6,0,3,0,0,3,0,3,1.6666666666666667,1.6666666666666667,1.0,3.0,0.0,-1.0,1.3333333333333333,0.3333333333333333,13.0,9.666666666666666,7.0,5.0,16.0,13.666666666666666,3.6666666666666665,5.333333333333333,2.3333333333333335,1.6666666666666667,0.3333333333333333,0.0,0.0,0,0,0.0,0.0,1.6199999999999999,3.4166666666666665,5.183333333333334
66,2005/2006,2005-10-01,2005-10-01,Blackburn,West Brom,2,0,H,2,0,0,2,2,-2,20,6,11,3,15,17,11,1,2,0,0,0,3,0,3,1.6666666666666667,2.3333333333333335,3.0,4.333333333333333,-0.6666666666666666,-1.6666666666666667,1.3333333333333333,0.6666666666666666,14.666666666666666,8.666666666666666,8.666666666666666,3.0,18.333333333333332,9.666666666666666,7.333333333333333,5.333333333333333,1.6666666666666667,2.3333333333333335,0.3333333333333333,0.0,0.0,-1,0,0.0,0.0,1.8166666666666667,3.266666666666666,4.033333333333333
67,2005/2006,2005-10-01,2005-10-01,Charlton,Tottenham,2,3,A,2,4,3,2,-1,2,9,13,4,7,15,17,1,6,3,2,0,0,0,3,-3,5.0,1.6666666666666667,2.0,1.0,-0.5,0.0,1.5,1.6666666666666667,16.0,8.333333333333334,7.0,4.666666666666667,10.5,16.333333333333332,3.0,1.6666666666666667,0.0,2.0,0.0,0.0,0.0,-1,0,0.0,0.0,2.4,3.1333333333333333,2.783333333333333
68,2005/2006,2005-10-01,2005-10-01,Fulham,Man United,2,3,A,2,3,4,2,-2,1,11,11,6,7,20,11,3,9,2,1,0,0,0,3,-3,1.6666666666666667,2.3333333333333335,3.0,1.0,-1.0,1.0,1.3333333333333333,2.3333333333333335,11.0,9.0,5.666666666666667,3.6666666666666665,14.0,15.0,5.333333333333333,3.6666666666666665,1.3333333333333333,1.6666666666666667,0.0,0.0,-1.0,-1,0,0.0,0.0,4.916666666666667,3.4500000000000006,1.6533333333333333
69,2005/2006,2005-10-01,2005-10-01,Portsmouth,Newcastle,0,0,D,0,0,0,0,0,0,10,6,6,3,12,12,4,4,1,2,0,0,1,1,0,1.6666666666666667,1.6666666666666667,3.0,2.3333333333333335,-1.0,0.0,0.6666666666666666,1.0,15.0,4.333333333333333,9.0,2.6666666666666665,13.666666666666666,17.666666666666668,9.0,2.6666666666666665,1.6666666666666667,2.3333333333333335,0.0,0.6666666666666666,-1.0,0,1,0.0,0.0,2.733333333333333,3.15,2.3666666666666667
70,2005/2006,2005-10-01,2005-10-01,Sunderland,West Ham,1,1,D,3,1,1,1,2,0,16,6,8,3,12,15,5,3,1,5,0,0,1,1,0,1.0,5.0,3.3333333333333335,2.0,-1.3333333333333333,2.5,0.3333333333333333,2.0,12.666666666666666,8.0,8.0,2.0,14.666666666666666,12.5,3.6666666666666665,4.0,1.0,1.0,0.0,0.5,-2.0,0,1,0.0,0.0,2.4333333333333336,3.1166666666666667,2.6833333333333336
71,2005/2006,2005-10-02,2005-10-08,Arsenal,Birmingham,1,0,H,1,0,0,1,1,-1,16,2,13,2,13,17,11,4,0,1,0,1,3,0,3,3.0,2.3333333333333335,1.3333333333333333,3.6666666666666665,2.0,-0.6666666666666666,3.0,1.6666666666666667,15.333333333333334,6.0,10.0,4.333333333333333,14.666666666666666,17.0,6.0,3.6666666666666665,2.3333333333333335,1.6666666666666667,0.0,0.3333333333333333,3.0,3,0,0.0,0.0,1.3266666666666667,4.433333333333334,8.166666666666666
72,2005/2006,2005-10-02,2005-10-08,Aston Villa,Middlesbrough,2,3,A,2,3,3,2,-1,1,13,13,6,10,17,10,6,5,4,1,0,0,0,3,-3,2.0,2.0,3.6666666666666665,3.0,-1.0,0.3333333333333333,1.6666666666666667,1.3333333333333333,8.666666666666666,10.0,3.6666666666666665,3.0,13.666666666666666,13.666666666666666,5.0,4.333333333333333,1.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,2.15,3.1666666666666665,3.183333333333333
73,2005/2006,2005-10-02,2005-10-08,Liverpool,Chelsea,1,4,A,1,4,4,1,-3,3,11,7,5,5,15,17,4,2,1,3,0,0,0,3,-3,1.5,4.666666666666667,1.0,0.3333333333333333,0.5,3.3333333333333335,2.0,3.0,12.0,16.333333333333332,4.5,9.0,16.0,9.666666666666666,4.5,6.0,2.0,1.3333333333333333,0.0,0.0,1.5,0,3,0.0,0.0,3.216666666666667,2.9333333333333336,2.2666666666666666
74,2005/2006,2005-10-02,2005-10-08,Man City,Everton,2,0,H,2,0,0,2,2,-2,14,5,5,4,16,10,4,2,1,0,0,0,3,0,3,2.3333333333333335,0.3333333333333333,2.0,2.3333333333333335,0.0,-1.0,1.3333333333333333,2.0,16.0,4.333333333333333,8.333333333333334,1.6666666666666667,13.333333333333334,19.0,7.333333333333333,1.6666666666666667,1.3333333333333333,2.0,0.0,0.3333333333333333,0.0,-1,-2,0.0,0.0,1.7433333333333334,3.3333333333333335,4.376666666666666
75,2005/2006,2005-10-02,2005-10-08,Wigan,Bolton,2,1,H,2,1,1,2,1,-1,16,13,9,4,11,14,4,8,0,2,0,0,3,0,3,1.6666666666666667,2.6666666666666665,1.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,1.3333333333333333,2.3333333333333335,11.333333333333334,9.333333333333334,4.666666666666667,4.333333333333333,12.0,16.0,2.0,6.666666666666667,1.3333333333333333,2.3333333333333335,0.0,0.0,0.0,0,2,0.0,0.0,2.6999999999999997,3.1333333333333333,2.49
76,2005/2006,2005-10-15,2005-10-15,Chelsea,Bolton,5,1,H,5,1,1,5,4,-4,17,4,8,2,10,17,5,3,2,2,0,1,3,0,3,4.5,2.25,0.5,1.5,4.25,0.75,4.5,1.75,11.75,10.25,6.5,4.25,12.25,15.5,6.25,7.0,1.0,2.25,0.0,0.0,4.5,4,-1,0.0,0.0,1.26,4.733333333333333,11.0
77,2005/2006,2005-10-15,2005-10-15,Liverpool,Blackburn,1,0,H,1,0,0,1,1,-1,19,4,5,1,8,22,9,2,0,3,0,1,3,0,3,1.3333333333333333,1.75,2.0,2.25,-0.6666666666666666,-1.25,1.3333333333333333,1.0,11.666666666666666,9.25,4.666666666666667,5.0,15.666666666666666,15.5,4.333333333333333,5.5,1.6666666666666667,2.0,0.0,0.25,0.0,-1,1,0.0,0.0,1.6033333333333335,3.5,5.333333333333333
78,2005/2006,2005-10-15,2005-10-15,Middlesbrough,Portsmouth,1,1,D,1,1,1,1,0,0,14,9,7,4,12,12,6,3,2,3,0,0,1,1,0,2.25,1.25,2.75,2.25,-1.0,-0.5,1.0,0.75,10.0,8.75,6.0,4.0,16.25,13.5,6.25,3.75,2.5,2.0,0.25,0.0,-0.75,-1,-1,0.0,0.0,1.6900000000000002,3.3333333333333335,4.5
79,2005/2006,2005-10-15,2005-10-15,Sunderland,Man United,1,3,A,1,3,3,1,-2,2,11,15,6,9,12,10,4,5,3,1,0,0,0,3,-3,1.5,2.5,2.75,1.25,-0.5,1.0,0.5,2.5,13.5,9.5,8.0,4.5,14.0,14.0,4.0,5.0,1.0,1.5,0.0,0.0,-1.5,0,1,0.0,0.0,6.183333333333333,3.5500000000000003,1.54
80,2005/2006,2005-10-15,2005-10-15,Tottenham,Everton,2,0,H,2,0,0,2,2,-2,7,8,5,4,13,9,5,8,0,2,0,0,3,0,3,2.25,0.25,1.25,2.25,0.5,-1.25,1.75,1.5,12.0,4.5,6.25,2.25,14.5,16.75,4.25,1.75,1.75,1.5,0.25,0.25,0.75,1,-3,0.0,0.0,1.6033333333333335,3.4499999999999997,5.25
81,2005/2006,2005-10-15,2005-10-15,West Brom,Arsenal,2,1,H,2,1,1,2,1,-1,5,14,4,10,23,10,3,6,1,2,0,0,3,0,3,1.75,3.3333333333333335,3.75,1.3333333333333333,-1.5,1.0,0.75,0.3333333333333333,12.25,10.0,6.25,4.333333333333333,15.25,14.666666666666666,4.25,5.666666666666667,2.0,2.3333333333333335,0.0,0.0,-1.5,-3,0,0.0,0.0,5.733333333333333,3.5,1.57
82,2005/2006,2005-10-15,2005-10-15,Wigan,Newcastle,1,0,H,1,0,0,1,1,-1,12,11,6,7,15,20,6,5,2,3,1,0,3,0,3,1.75,1.25,1.25,1.75,0.25,0.0,1.75,1.0,12.5,4.75,5.75,2.75,11.75,16.25,2.5,3.0,1.0,2.25,0.0,0.5,0.75,1,0,0.0,0.0,2.6666666666666665,3.15,2.4499999999999997
83,2005/2006,2005-10-16,2005-10-22,Birmingham,Aston Villa,0,1,A,0,1,3,2,-3,-1,8,4,5,1,13,19,11,5,2,2,0,0,0,3,-3,1.75,2.0,3.0,3.5,-1.0,-1.25,0.25,0.25,11.25,6.75,4.75,4.0,11.0,15.0,6.75,5.75,1.25,1.0,0.25,0.25,-2.25,0,-2,0.0,0.0,2.3733333333333335,3.1,2.85
84,2005/2006,2005-10-16,2005-10-22,Man City,West Ham,2,1,H,2,1,2,2,0,-1,22,6,17,3,11,13,9,3,2,0,0,0,3,0,3,2.25,3.6666666666666665,1.5,1.6666666666666667,0.5,1.6666666666666667,1.75,1.6666666666666667,15.5,7.333333333333333,7.5,2.3333333333333335,14.0,13.333333333333334,6.5,3.6666666666666665,1.25,2.3333333333333335,0.0,0.3333333333333333,0.75,1,0,0.0,0.0,1.9333333333333333,3.1999999999999997,3.6333333333333333
85,2005/2006,2005-10-17,2005-10-22,Charlton,Fulham,1,1,D,3,3,2,1,1,2,14,13,3,1,19,19,6,1,2,3,0,0,1,1,0,4.0,1.75,2.3333333333333335,3.25,-0.6666666666666666,-1.25,1.0,0.25,13.666666666666666,9.25,6.0,5.0,12.0,12.5,2.3333333333333335,5.5,1.0,2.0,0.0,0.0,-1.0,-2,-1,0.0,0.0,1.7266666666666666,3.3333333333333335,4.55
86,2005/2006,2005-10-22,2005-10-22,Arsenal,Man City,1,0,H,1,2,0,2,1,0,4,7,2,4,24,17,4,3,3,5,0,0,3,0,3,2.75,2.25,1.5,1.5,1.75,0.25,3.0,1.75,15.5,8.5,10.75,5.0,14.25,13.5,7.25,4.5,1.75,2.25,0.0,0.0,3.0,4,-1,0.0,0.0,1.4666666666666668,3.8166666666666664,6.6499999999999995
87,2005/2006,2005-10-22,2005-10-22,Aston Villa,Wigan,0,2,A,1,2,2,0,-1,2,16,6,5,6,12,13,9,5,0,0,0,0,0,3,-3,2.0,2.6666666666666665,3.5,1.6666666666666667,-1.0,0.0,1.25,2.0,9.75,8.0,4.25,2.3333333333333335,14.5,15.666666666666666,5.25,2.3333333333333335,1.75,1.0,0.0,0.0,0.0,-1,2,0.0,0.0,2.033333333333333,3.1166666666666667,3.4499999999999997
88,2005/2006,2005-10-22,2005-10-22,Blackburn,Birmingham,2,0,H,2,0,0,3,2,-3,11,3,5,2,22,17,3,9,0,3,0,0,3,0,3,1.75,1.75,2.5,3.0,0.0,-0.75,1.75,1.25,16.0,5.0,9.25,3.75,17.5,17.0,8.25,3.75,1.75,1.5,0.25,0.5,0.75,1,-1,0.0,0.0,1.95,3.1666666666666665,3.65
89,2005/2006,2005-10-22,2005-10-22,Fulham,Liverpool,2,0,H,3,0,1,2,2,-2,6,14,3,6,9,14,3,8,0,2,0,0,3,0,3,1.75,1.6666666666666667,3.25,2.0,-1.25,0.0,1.0,1.0,11.0,13.666666666666666,5.75,6.333333333333333,15.5,12.666666666666666,4.75,3.6666666666666665,1.5,2.3333333333333335,0.0,0.0,-1.5,-2,0,0.0,0.0,3.4499999999999997,3.1166666666666667,2.0833333333333335
90,2005/2006,2005-10-22,2005-10-22,Man United,Tottenham,1,1,D,1,1,1,1,0,0,13,9,9,7,15,12,7,8,2,3,0,0,1,1,0,4.333333333333333,2.75,2.0,1.25,0.0,0.5,1.3333333333333333,2.0,17.333333333333332,9.5,7.333333333333333,5.25,12.666666666666666,16.5,7.0,2.75,1.3333333333333333,2.0,0.0,0.0,0.0,-1,1,0.0,0.0,1.57,3.5,5.733333333333334
91,2005/2006,2005-10-22,2005-10-22,Portsmouth,Charlton,1,2,A,1,3,2,2,-1,1,15,11,6,7,10,15,6,5,2,3,0,0,0,3,-3,1.5,3.0,2.5,1.75,-0.75,1.75,0.75,3.0,13.75,10.5,8.25,5.0,13.25,13.5,7.75,3.25,1.5,1.0,0.0,0.25,-0.75,0,4,0.0,0.0,2.6166666666666667,3.15,2.4833333333333334
92,2005/2006,2005-10-23,2005-10-29,Bolton,West Brom,2,0,H,3,0,0,2,3,-2,19,2,12,1,13,16,10,1,2,2,0,0,3,0,3,2.5,2.25,2.75,4.0,1.5,-1.75,2.5,0.5,13.25,8.0,5.0,3.0,12.25,11.5,5.75,4.25,0.75,1.75,0.0,0.0,1.5,1,-1,0.0,0.0,1.6900000000000002,3.3333333333333335,4.733333333333333
93,2005/2006,2005-10-23,2005-10-29,Everton,Chelsea,1,1,D,2,5,1,3,1,2,4,24,4,12,14,14,3,11,2,2,0,0,1,1,0,0.3333333333333333,5.75,3.6666666666666665,0.75,-2.0,3.25,0.0,3.0,11.666666666666666,14.0,6.0,8.0,14.0,11.5,10.0,5.0,2.3333333333333335,1.75,0.0,0.0,-3.0,-3,4,0.0,0.0,8.166666666666666,4.4433333333333325,1.3366666666666667
94,2005/2006,2005-10-23,2005-10-29,Newcastle,Sunderland,3,2,H,3,3,2,7,1,-4,12,10,9,5,12,13,5,3,2,2,0,0,3,0,3,1.25,1.75,2.0,3.5,0.0,-0.75,1.25,0.75,11.5,4.25,6.5,2.75,17.0,16.0,7.0,3.75,1.5,2.0,0.25,0.25,0.0,1,1,0.0,0.0,1.653333333333333,3.4,4.9
95,2005/2006,2005-10-23,2005-10-29,West Ham,Middlesbrough,2,1,H,2,5,3,3,-1,2,15,19,8,9,11,9,4,7,1,2,0,0,3,0,3,3.0,2.5,1.75,3.0,1.5,0.5,1.75,1.75,11.5,10.75,5.0,4.75,12.5,12.75,4.25,4.5,0.75,1.0,0.0,0.0,0.75,0,1,0.0,0.0,2.3066666666666666,3.15,2.823333333333333
96,2005/2006,2005-10-29,2005-10-29,Birmingham,Everton,0,1,A,0,2,1,1,-1,1,18,11,8,6,11,15,8,6,0,1,0,0,0,3,-3,1.4,0.2,3.0,2.2,-1.4,-1.4,0.2,1.2,10.6,5.2,4.8,2.6,11.4,15.2,7.6,3.0,1.4,1.6,0.2,0.2,-2.4,-1,-4,0.0,0.0,2.15,3.1333333333333333,3.1666666666666665
97,2005/2006,2005-10-29,2005-10-29,Charlton,Bolton,0,1,A,0,3,1,0,-1,3,7,11,4,7,11,13,4,2,1,0,0,0,0,3,-3,3.75,2.0,2.25,2.2,-0.25,-0.2,1.0,1.4,13.75,9.0,5.25,3.8,13.75,15.8,3.25,6.2,1.25,2.2,0.0,0.2,-0.75,0,-2,0.0,0.0,2.0500000000000003,3.15,3.366666666666667
98,2005/2006,2005-10-29,2005-10-29,Chelsea,Blackburn,4,2,H,5,2,3,4,2,-2,19,6,10,4,12,19,5,2,1,5,0,0,3,0,3,4.6,1.8,0.6,2.0,4.2,-1.2,4.2,0.8,12.8,8.2,6.8,4.2,11.8,16.8,6.0,4.8,1.2,2.2,0.0,0.4,4.2,5,-1,0.0,0.0,1.2133333333333334,5.266666666666667,12.166666666666666
99,2005/2006,2005-10-29,2005-10-29,Liverpool,West Ham,2,0,H,2,2,0,3,2,-1,17,4,9,2,15,13,10,5,2,0,0,0,3,0,3,1.25,3.0,2.0,1.75,-0.25,1.0,1.75,1.25,13.5,7.0,4.75,2.5,13.75,13.25,5.5,3.5,1.25,1.75,0.0,0.25,0.75,1,-1,0.0,0.0,1.623333333333333,3.3666666666666667,5.566666666666666
100,2005/2006,2005-10-29,2005-10-29,Middlesbrough,Man United,4,1,H,5,1,3,4,2,-3,7,13,4,8,14,22,2,6,1,4,0,0,3,0,3,2.0,2.8,2.4,1.4,-0.8,1.2,1.0,2.6,10.8,10.6,6.2,5.4,15.4,13.2,6.2,5.0,2.4,1.4,0.2,0.0,-0.6,0,2,0.0,0.0,4.166666666666667,3.1999999999999997,1.8333333333333333
101,2005/2006,2005-10-29,2005-10-29,Sunderland,Portsmouth,1,4,A,3,4,7,1,-4,3,5,5,2,5,11,9,11,2,0,1,0,0,0,3,-3,1.4,1.4,2.8,2.4,-0.8,-0.4,0.4,0.8,13.0,8.8,7.6,4.0,13.6,13.2,4.0,3.6,1.4,2.2,0.0,0.0,-1.8,-1,0,0.0,0.0,2.216666666666667,3.1,3.033333333333333
102,2005/2006,2005-10-29,2005-10-29,Tottenham,Arsenal,1,1,D,1,1,1,1,0,0,11,10,3,7,18,13,6,1,4,2,0,0,1,1,0,2.4,3.0,1.2,1.5,0.8,0.5,2.0,0.25,11.0,11.0,6.0,5.75,14.2,13.5,4.4,5.75,1.4,2.25,0.2,0.0,1.2,2,-1,0.0,0.0,2.7166666666666663,3.0666666666666664,2.5
103,2005/2006,2005-10-29,2005-10-29,Wigan,Fulham,1,0,H,1,0,0,1,1,-1,12,7,6,1,11,7,6,3,1,1,0,0,3,0,3,2.0,2.0,1.0,2.8,0.4,-0.6,2.0,0.4,12.4,10.0,5.8,4.2,12.4,13.8,3.2,4.6,1.2,2.2,0.2,0.0,1.2,2,0,0.0,0.0,1.9833333333333332,3.1666666666666665,3.533333333333333
104,2005/2006,2005-10-30,2005-11-05,West Brom,Newcastle,0,3,A,0,4,4,0,-4,4,8,11,4,8,9,14,9,4,0,1,0,0,0,3,-3,1.8,1.6,3.6,2.0,-1.0,-0.2,1.2,0.8,10.8,6.0,5.8,3.6,16.8,17.0,4.0,3.4,1.8,2.4,0.0,0.4,-0.6,1,-1,0.0,0.0,2.8166666666666664,3.1166666666666667,2.4
105,2005/2006,2005-10-31,2005-11-05,Man City,Aston Villa,3,1,H,4,1,3,5,1,-4,13,11,5,5,17,10,2,6,1,1,0,0,3,0,3,2.2,1.8,1.6,3.2,0.4,-1.2,2.0,0.8,16.8,6.2,9.4,3.4,13.4,15.8,7.0,5.6,1.4,1.2,0.0,0.2,1.2,2,1,0.0,0.0,1.8433333333333335,3.1833333333333336,4.166666666666667
106,2005/2006,2005-11-05,2005-11-05,Arsenal,Sunderland,3,1,H,3,1,1,3,2,-2,12,1,9,1,11,13,4,6,0,1,0,0,3,0,3,2.6,2.0,1.4,4.2,1.6,-1.4,3.0,0.6,13.2,5.4,9.0,3.2,16.2,15.4,6.6,3.6,2.0,2.0,0.0,0.2,3.0,5,-1,0.0,0.0,1.2166666666666666,5.333333333333333,11.333333333333334
107,2005/2006,2005-11-05,2005-11-05,Aston Villa,Liverpool,0,2,A,1,2,5,0,-4,2,6,10,2,6,16,11,3,5,2,2,0,0,0,3,-3,1.8,1.75,3.2,2.0,-1.0,-0.5,1.0,0.75,11.0,13.75,4.4,6.25,14.0,13.0,6.0,4.75,1.4,2.25,0.0,0.0,-0.6,-2,-1,0.0,0.0,3.1333333333333333,3.1166666666666667,2.2
108,2005/2006,2005-11-05,2005-11-05,Blackburn,Charlton,4,1,H,4,1,1,4,3,-3,9,10,3,9,9,15,7,9,0,2,0,0,3,0,3,2.2,3.0,2.8,2.0,0.4,1.6,2.0,3.0,15.0,10.6,8.4,5.4,18.4,13.8,7.2,3.6,1.4,1.4,0.2,0.2,1.2,2,5,0.0,0.0,2.3333333333333335,3.0666666666666664,2.8666666666666667
109,2005/2006,2005-11-05,2005-11-05,Fulham,Man City,2,1,H,2,4,1,3,1,1,9,4,5,2,10,16,4,2,1,3,0,0,3,0,3,2.0,2.2,3.0,1.6,-0.6,0.2,1.4,1.4,10.0,8.2,5.2,4.8,14.2,14.2,4.4,4.2,1.2,2.8,0.0,0.0,-0.6,1,-2,0.0,0.0,2.4499999999999997,3.1,2.6833333333333336
110,2005/2006,2005-11-05,2005-11-05,Newcastle,Birmingham,1,0,H,4,0,0,1,4,-1,10,9,5,3,20,18,3,2,3,2,0,0,3,0,3,1.6,1.4,2.0,3.2,0.2,-1.2,1.6,1.0,11.6,4.6,7.0,3.4,16.0,17.0,6.6,4.8,1.6,1.8,0.2,0.4,0.6,2,-2,0.0,0.0,1.5866666666666667,3.466666666666667,5.3500000000000005
111,2005/2006,2005-11-05,2005-11-05,Portsmouth,Wigan,0,2,A,0,2,2,0,-2,2,7,7,4,5,11,13,5,8,1,2,0,0,0,3,-3,2.2,2.75,2.6,1.25,-0.8,0.5,0.6,2.25,14.0,7.5,7.8,3.25,12.6,15.0,7.4,3.0,1.6,0.75,0.0,0.0,-1.2,-1,3,0.0,0.0,2.3666666666666667,3.1166666666666667,2.783333333333333
112,2005/2006,2005-11-05,2005-11-05,West Ham,West Brom,1,0,H,1,0,0,4,1,-4,10,10,6,6,15,12,8,5,2,0,0,0,3,0,3,2.8,1.8,2.0,3.6,1.0,-1.8,2.0,0.4,12.2,6.8,5.6,2.6,12.2,12.4,4.2,3.6,0.8,1.8,0.0,0.0,1.2,1,-2,0.0,0.0,1.7933333333333332,3.233333333333333,4.193333333333334
113,2005/2006,2005-11-06,2005-11-12,Everton,Middlesbrough,1,0,H,1,0,0,1,1,-1,12,17,8,9,21,16,9,3,2,1,0,0,3,0,3,0.75,3.0,3.0,3.0,-1.25,0.8,0.25,1.4,9.75,12.4,5.5,5.6,14.0,12.0,8.25,5.0,2.25,1.2,0.0,0.0,-2.25,0,-1,0.0,0.0,2.433333333333333,3.1,2.7833333333333337
